URL,Public/Private,Added Metadata?,Title,Creator,Publisher,Abstract,Description,Language,Type,EQF,License,Size or Duration,Format,Contributors,Date created,Relation/s,BoK Links,banner_link,graph_link,Repo_URL
https://eo4geocourses.github.io/GEOF_Preprocessing-of-EO-data/,Public,True,,['Andrija Krtalic'],"University of Zagreb, Faculty of Geodesy",This is a lesson on Copernicus Services for land monitoring.,Learning outcomes: Understand the Copernicus ecosystem and services; perform simple analysis with Jupyter Notebook; Understand Copernicus Climate Change Service,EN,teaching material,EQF 6,https://creativecommons.org/licenses/by-sa/4.0/deed.en,45min,html,"['Eva Missoni, Barbara Hofer']",2020-06-20,"['eo4geo:CV2-1', 'eo4geo:CV2-1']","['https://bok.eo4geo.eu/CV2-1', 'https://bok.eo4geo.eu/CV2-1']",https://eo4geo.sbg.ac.at/banner/GEOF_Preprocessing-of-EO-data.png,https://eo4geocourses.github.io/ConceptChart/ConceptChart.html?id=GEOF_Preprocessing-of-EO-data,https://github.com/eo4geocourses/GEOF_Preprocessing-of-EO-data/
https://eo4geocourses.github.io/UT-ITC_Satellite_Data_Classification_Random_Forests/,Public,True,Classification: Random Forests,['Mariana Belgiu and Anurag Kulshrestha'],University of Twente,This teaching unit is dedicated to introducing Random Forests ensemble classifier.,,EN,teaching material,EQF 6,https://creativecommons.org/licenses/by-sa/4.0/deed.en,90 min,html,['Mariana Belgiu'],2020-07-27,"['eo4geo:IP3-4', 'eo4geo:IP3-4-7', 'eo4geo:IP3-4-7-1', 'eo4geo:IP3-4-5']","['https://bok.eo4geo.eu/IP3-4', 'https://bok.eo4geo.eu/IP3-4-7', 'https://bok.eo4geo.eu/IP3-4-7-1', 'https://bok.eo4geo.eu/IP3-4-5']",https://eo4geo.sbg.ac.at/banner/UT-ITC_Satellite_Data_Classification_Random_Forests.png,https://eo4geocourses.github.io/ConceptChart/ConceptChart.html?id=UT-ITC_Satellite_Data_Classification_Random_Forests,https://github.com/eo4geocourses/UT-ITC_Satellite_Data_Classification_Random_Forests/
https://eo4geocourses.github.io/UT-ITC_Satellite_Data_Classification_Decision_Trees/,Public,True,Classification: Decision Trees,['Mariana Belgiu'],"Faculty of Geo-Information Science and Earth Observation (ITC), University of Twente",Decision Trees,,EN,teaching material,EQF 6;,https://creativecommons.org/licenses/by-sa/4.0/deed.en,90 min,html,['Mariana Belgiu'],2020-06-20,"['eo4geo:IP3-4-7', 'eo4geo:IP3-4', 'eo4geo:IP3-4-5']","['https://bok.eo4geo.eu/IP3-4-7', 'https://bok.eo4geo.eu/IP3-4', 'https://bok.eo4geo.eu/IP3-4-5']",https://eo4geo.sbg.ac.at/banner/UT-ITC_Satellite_Data_Classification_Decision_Trees.png,https://eo4geocourses.github.io/ConceptChart/ConceptChart.html?id=UT-ITC_Satellite_Data_Classification_Decision_Trees,https://github.com/eo4geocourses/UT-ITC_Satellite_Data_Classification_Decision_Trees/
https://eo4geocourses.github.io/UNEP-GRID_Introduction-to-GIS/,Public,True,Introduction to GIS,,UNEP/GRID-Warsaw Centre,"This is an introductory course to GIS including basic information on: Geographic Information System, spatial data (raster and vector model), coordinate systems, attribute and spatial queries, simple analysis using geoprocessing tools, and data visualization","Learning outcomes: Understand the basic concepts of Geographic Information Systems; Define terms related to raster and vector data models (e.g. pixel, grid, spatial resolution, attribute table, topology); Compare vector and raster data models; Understand the difference between geographic and projected coordinate systems; Select objects using attribute and spatial queries; Perform simple analysis with geoprocessing tools; List map elements and basic principles of map creation; Create a thematic map using different methods of symbolization;",EN,teaching material,EQF 4,https://creativecommons.org/licenses/by-sa/4.0/deed.en,90min,html,"['Maria Andrzejewska, Elżbieta Wołoszyńska-Wiśniewska']",2020-08-26,"['eo4geo:DM4', 'eo4geo:DM3-2', 'eo4geo:GD1-4', 'eo4geo:AM2-2', 'eo4geo:AM2-3', 'eo4geo:AM4-2', 'eo4geo:CF6-3', 'eo4geo:CV3-1']","['https://bok.eo4geo.eu/DM4', 'https://bok.eo4geo.eu/DM3-2', 'https://bok.eo4geo.eu/GD1-4', 'https://bok.eo4geo.eu/AM2-2', 'https://bok.eo4geo.eu/AM2-3', 'https://bok.eo4geo.eu/AM4-2', 'https://bok.eo4geo.eu/CF6-3', 'https://bok.eo4geo.eu/CV3-1']",https://eo4geo.sbg.ac.at/banner/UNEP-GRID_Introduction-to-GIS.png,https://eo4geocourses.github.io/ConceptChart/ConceptChart.html?id=UNEP-GRID_Introduction-to-GIS,https://github.com/eo4geocourses/UNEP-GRID_Introduction-to-GIS/
https://eo4geocourses.github.io/KULeuven_Technical-Introduction-to-SDI/,Public,,,,,,,,,,,,,,,,,https://eo4geo.sbg.ac.at/banner/KULeuven_Technical-Introduction-to-SDI.png,https://eo4geocourses.github.io/ConceptChart/ConceptChart.html?id=KULeuven_Technical-Introduction-to-SDI,https://github.com/eo4geocourses/KULeuven_Technical-Introduction-to-SDI/
https://eo4geocourses.github.io/KULeuven_Management-View-on-SDI/,Public,,,,,,,,,,,,,,,,,https://eo4geo.sbg.ac.at/banner/KULeuven_Management-View-on-SDI.png,https://eo4geocourses.github.io/ConceptChart/ConceptChart.html?id=KULeuven_Management-View-on-SDI,https://github.com/eo4geocourses/KULeuven_Management-View-on-SDI/
https://eo4geocourses.github.io/IGIK_Sentinel2-Data-and-Vegetation-Indices/,Public,True,Sentinel-2 data and vegetation indices,['Agata Hościło'],Institute of Geodesy and Cartography (IGiK),This is a training material on Sentinel-2 data and vegetation indices,,EN,teaching material,EQF 6,https://creativecommons.org/licenses/by-sa/4.0/deed.en,2X45min,html,"['Valerio Tramutoli, Nicola Capece, Valeria Satriano - University of Basilicata; Sara Wiman, Greger Lindeberg - Geografiska informationsbyrån']",2020-09-14,"['eo4geo:TA7-5-3', 'eo4geo:TA7-5-2', 'eo4geo:GS3']","['https://bok.eo4geo.eu/TA7-5-3', 'https://bok.eo4geo.eu/TA7-5-2', 'https://bok.eo4geo.eu/GS3']",https://eo4geo.sbg.ac.at/banner/IGIK_Sentinel2-Data-and-Vegetation-Indices.png,https://eo4geocourses.github.io/ConceptChart/ConceptChart.html?id=IGIK_Sentinel2-Data-and-Vegetation-Indices,https://github.com/eo4geocourses/IGIK_Sentinel2-Data-and-Vegetation-Indices/
https://eo4geocourses.github.io/IGIK_Introduction-to-Remote-Sensing/,Public,True,,['Agata Hościło'],Institute of Geodesy and Cartography IGIK,abstract ,,EN,teaching material,EQF 6,https://creativecommons.org/licenses/by-sa/4.0/deed.en,45min,html,"['contributor: Valerio Tramutoli, Nicola Capece, Valeria Satriano - University of Basilicata']",2020-09-04,"['eo4geo:TA7-5-3', 'eo4geo:TA7-5-2', 'eo4geo:GS3']","['https://bok.eo4geo.eu/TA7-5-3', 'https://bok.eo4geo.eu/TA7-5-2', 'https://bok.eo4geo.eu/GS3']",https://eo4geo.sbg.ac.at/banner/IGIK_Introduction-to-Remote-Sensing.png,https://eo4geocourses.github.io/ConceptChart/ConceptChart.html?id=IGIK_Introduction-to-Remote-Sensing,https://github.com/eo4geocourses/IGIK_Introduction-to-Remote-Sensing/
https://eo4geocourses.github.io/FSU-Jena_Persistent-Scaterrer-Interferometry/,Public,,,,,,,,,,,,,,,,,https://eo4geo.sbg.ac.at/banner/FSU-Jena_Persistent-Scaterrer-Interferometry.png,https://eo4geocourses.github.io/ConceptChart/ConceptChart.html?id=FSU-Jena_Persistent-Scaterrer-Interferometry,https://github.com/eo4geocourses/FSU-Jena_Persistent-Scaterrer-Interferometry/
https://eo4geocourses.github.io/FSU-Jena_SAR-Data-for-Flood-Mapping/,Public,,,,,,,,,,,,,,,,,https://eo4geo.sbg.ac.at/banner/FSU-Jena_SAR-Data-for-Flood-Mapping.png,https://eo4geocourses.github.io/ConceptChart/ConceptChart.html?id=FSU-Jena_SAR-Data-for-Flood-Mapping,https://github.com/eo4geocourses/FSU-Jena_SAR-Data-for-Flood-Mapping/
https://eo4geocourses.github.io/ROSA_Change-Detection-in-optical-Data/,Public,True,Change Detection Using EO Data,['Ioana-Maria Vlad Sandru'],Romanian Space Agency,The text provide introductory concepts on detecting changes using EO data. Considerations about quantitative vs qualitative assessment as well as methods and processing steps are also provided,Learning outcomes: Understand how EO satellite data can help detecting changes in different types of environment on Earth,EN,learning material,EQF 6,https://creativecommons.org/licenses/by-sa/4.0/deed.en,45min,html,"['Alina Radutu, Ion Nedelcu']",2020-06-20,"['eo4geo:IP', 'eo4geo:TA12', 'eo4geo:TA13']","['https://bok.eo4geo.eu/IP', 'https://bok.eo4geo.eu/TA12', 'https://bok.eo4geo.eu/TA13']",https://eo4geo.sbg.ac.at/banner/ROSA_Change-Detection-in-optical-Data.png,https://eo4geocourses.github.io/ConceptChart/ConceptChart.html?id=ROSA_Change-Detection-in-optical-Data,https://github.com/eo4geocourses/ROSA_Change-Detection-in-optical-Data/
https://eo4geocourses.github.io/UNIBAS_Remote-Sensing-Environment/,Public,True,Fundamentals of optical remote sensing,['Valerio Tramutoli'],University of Basilicata,This is a module on Physical Principles which are the basis of any Remote Sensing application,,EN,teaching material,EQF 5 to 8,https://creativecommons.org/licenses/by-sa/4.0/deed.en,270min + tutorials,html,"['Nicola Capece, Valeria Satriano']",2020-08-27,,,https://eo4geo.sbg.ac.at/banner/UNIBAS_Remote-Sensing-Environment.png,https://eo4geocourses.github.io/ConceptChart/ConceptChart.html?id=UNIBAS_Remote-Sensing-Environment,https://github.com/eo4geocourses/UNIBAS_Remote-Sensing-Environment/
https://eo4geocourses.github.io/UJI_Introduction-to-Programming/,Public,True,Programación SIG en entornos Web,['Carlos Granell'],"Universitat Jaume I de Castelló, Spain",The programming course introduces the student the basics of the Leaflet library to create simple web-based maps,,ES,teaching material,EQF 4,https://creativecommons.org/licenses/by-sa/4.0/deed.en,60min,html,['Carlos Granell'],2020-09-04,"['eo4geo:WB6', 'eo4geo:WB7', 'eo4geo:WB7-2', 'eo4geo:DA1-6', 'eo4geo:WB7-1', 'eo4geo:DM4-4']","['https://bok.eo4geo.eu/WB6', 'https://bok.eo4geo.eu/WB7', 'https://bok.eo4geo.eu/WB7-2', 'https://bok.eo4geo.eu/DA1-6', 'https://bok.eo4geo.eu/WB7-1', 'https://bok.eo4geo.eu/DM4-4']",https://eo4geo.sbg.ac.at/banner/UJI_Introduction-to-Programming.png,https://eo4geocourses.github.io/ConceptChart/ConceptChart.html?id=UJI_Introduction-to-Programming,https://github.com/eo4geocourses/UJI_Introduction-to-Programming/
https://eo4geocourses.github.io/UJI_Reproducible-Research-Practices-in-Geosciences/,Public,True,Reproducibility Research in the Geosciences,['Carlos Granell'],"Universitat Jaume I de Castelló, Spain",In this course students will get an introduction to the main ideas and tools to acquire reproducible research practices,Learning outcomes: Apply a series of practices (steps and tasks) for reproducible research in different phases of a project; Plan a reproducibility project independently; Recognize the importance of reproducible research as a fundamental pillar of modern science; Understand the problems associated with the lack of reproducibility,EN,teaching material,EQF 8,https://creativecommons.org/licenses/by-sa/4.0/deed.en,45min,html,['Carlos Granell'],2020-09-01,"['eo4geo:GC4', 'eo4geo:IP4-1-6']","['https://bok.eo4geo.eu/GC4', 'https://bok.eo4geo.eu/IP4-1-6']",https://eo4geo.sbg.ac.at/banner/UJI_Reproducible-Research-Practices-in-Geosciences.png,https://eo4geocourses.github.io/ConceptChart/ConceptChart.html?id=UJI_Reproducible-Research-Practices-in-Geosciences,https://github.com/eo4geocourses/UJI_Reproducible-Research-Practices-in-Geosciences/
